,Overall_review,date,name,nationality,rating,review_times,tag
1177,Fantastic place,"Reviewed: October 15, 2016",Richard,United Kingdom,9.2,2 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 4 nights


• Submitted from a mobile device"
1178,Amazing,"Reviewed: October 15, 2016",Michael,Malta,10,21 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
1179,Smokey and unhealthy Casino,"Reviewed: October 15, 2016",Tishoo,United Kingdom,10,9 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 1 night


• Submitted from a mobile device"
1180,Not sure we will return due to outside room noise.,"Reviewed: October 15, 2016",Christian,Germany,9.2,23 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights


• Submitted from a mobile device"
1181,Enormous top class hotel.,"Reviewed: October 14, 2016",Nicolas,United States of America,9.6,1 review,"• Business trip


• Solo traveler


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights


• Submitted from a mobile device"
1182,"Beautiful, luxurious","Reviewed: October 14, 2016",Jenny,Israel,9.6,4 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 1 night


• Submitted from a mobile device"
1183,What an exceptional plush place,"Reviewed: October 14, 2016",Sarah,United Kingdom,10,4 Reviews,"• Leisure trip


• Family with young children


• Smart Plan- Venetian Bella Suite with Two Queen Beds


• Stayed 1 night"
1184,Typical vegas feeling,"Reviewed: October 14, 2016",Janice,United Kingdom,9.6,1 review,"• Leisure trip


• Couple


• Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit


• Stayed 3 nights


• Submitted from a mobile device"
1185,I would stay here again!,"Reviewed: October 14, 2016",brcny,Turkey,7.5,16 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 1 night


• Submitted from a mobile device"
1186,We got an upgrade for free which was amazing,"Reviewed: October 13, 2016",Jagu,United Kingdom,9.2,1 review,"• Leisure trip


• Family with young children


• Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit


• Stayed 5 nights


• Submitted from a mobile device"
1187,"Beds were so comfy, rooms were amazing, felt like a movie...","Reviewed: October 13, 2016",Moshe,Israel,10,1 review,"• Leisure trip


• Family with young children


• Venetian Bella Suite with Two Queen Beds


• Stayed 3 nights


• Submitted from a mobile device"
1188,A luxury resort at an affordable price.,"Reviewed: October 13, 2016",Nir,Israel,10,1 review,"• Leisure trip


• Family with young children


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
1189,Everything probably,"Reviewed: October 13, 2016",Jo,Australia,10,1 review,"• Leisure trip


• Group


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
1190,Perfect holiday,"Reviewed: October 12, 2016",Mandy_moo,United Kingdom,10,2 Reviews,"• Leisure trip


• Group


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights"
1191,Everything,"Reviewed: October 12, 2016",Ply,Thailand,10,16 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights"
1192,Everything,"Reviewed: October 12, 2016",Mike,New Zealand,9.6,5 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 4 nights"
1193,Fantastic Hotel,"Reviewed: October 12, 2016",Darrell,Australia,10,3 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 1 night


• Submitted from a mobile device"
1194,The beds were so comfortable.,"Reviewed: October 12, 2016",Riaz,Pakistan,7.9,1 review,"• Leisure trip


• Group


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights


• Submitted from a mobile device"
1195,Perfect stay in Las Vegas,"Reviewed: October 11, 2016",Robert,United Kingdom,9.2,12 Reviews,"• Leisure trip


• Family with young children


• Venetian Luxury Suite with a King Bed


• Stayed 4 nights"
1196,Most amazing hotel I've ever stayed at,"Reviewed: October 10, 2016",Lin,United States of America,7.5,7 Reviews,"• Leisure trip


• Group


• Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit


• Stayed 2 nights


• Submitted from a mobile device"
1197,You need to stay at this facility,"Reviewed: October 10, 2016",Ben,United States of America,10,1 review,"• Leisure trip


• Couple


• Venetian Luxury View Suite with a King Bed


• Stayed 1 night


• Submitted from a mobile device"
1198,I enjoyed my stay,"Reviewed: October 10, 2016",Jo,United States of America,7.5,1 review,"• Leisure trip


• Group


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
1199,The quality of surroundings,"Reviewed: October 10, 2016",Anonymous,United Kingdom,9.6,9 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 4 nights"
1200,Venetian Bella suite,"Reviewed: October 10, 2016",Philippe,United States of America,9.2,1 review,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 1 night


• Submitted from a mobile device"
1201,Stayed for our honeymoon.,"Reviewed: October 10, 2016",Anonymous,United Kingdom,9.6,8 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 1 night


• Submitted from a mobile device"
1202,The staff was very friendly and helpful!,"Reviewed: October 9, 2016",Adam,Poland,9.6,25 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 1 night


• Submitted from a mobile device"
1203,Everything,"Reviewed: October 9, 2016",Natasha,United Kingdom,10,12 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit


• Stayed 3 nights


• Submitted from a mobile device"
1204,"In room cofee, very good but very very expensive","Reviewed: October 9, 2016",Camillo,Australia,9.6,1 review,"• Leisure trip


• Family with young children


• 2 rooms


• Stayed 4 nights


• Submitted from a mobile device"
1205,Superb,"Reviewed: October 8, 2016",Kristen,United States of America,10,1 review,"• Leisure trip


• Group


• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit


• Stayed 2 nights


• Submitted from a mobile device"
1206,Simply Great!,"Reviewed: October 8, 2016",Kim,United States of America,9.6,1 review,"• Business trip


• Group


• Venetian Bella View Suite with Two Queen Beds


• Stayed 5 nights"
1207,Loved it!,"Reviewed: October 7, 2016",Cheri,United States of America,10,1 review,"• Leisure trip


• Group


• Venetian Luxury Suite with a King Bed


• Stayed 1 night


• Submitted from a mobile device"
1208,Venetian resort LV great place,"Reviewed: October 7, 2016",Matthew,United Kingdom,9.2,4 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
1209,How clean it was.,"Reviewed: October 7, 2016",Lori,United States of America,9.6,3 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights


• Submitted from a mobile device"
1210,Will stay there again.,"Reviewed: October 7, 2016",Swee,Malaysia,5.8,6 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights


• Submitted from a mobile device"
1211,Loved the Venetian!!,"Reviewed: October 6, 2016",Kim,Germany,5.8,11 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 1 night


• Submitted from a mobile device"
1212,"Great hotel, great rooms","Reviewed: October 6, 2016",Desiree,United States of America,9.2,2 Reviews,"• Group


• Smart Plan- Venetian Bella Suite with Two Queen Beds


• Stayed 2 nights


• Submitted from a mobile device"
1213,Room,"Reviewed: October 6, 2016",Ofir,Israel,6.3,3 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights


• Submitted from a mobile device"
1214,Overall is acceptable,"Reviewed: October 6, 2016",Anonymous,United States of America,7.5,3 Reviews,"• Leisure trip


• Group


• Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit


• Stayed 3 nights


• Submitted from a mobile device"
1215,Disappointment,"Reviewed: October 6, 2016",Mihály,Hungary,9.5,48 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights


• Submitted from a mobile device"
1216,The room,"Reviewed: October 6, 2016",Ireland,Ireland,9.2,8 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights


• Submitted from a mobile device"
1217,The staff,"Reviewed: October 5, 2016",Jaana,Australia,9.6,4 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
1218,Vegas girls trip!,"Reviewed: October 5, 2016",Nicole,United States of America,10,1 review,"• Leisure trip


• Family with young children


• Venetian Luxury View Suite with a King Bed


• Stayed 4 nights


• Submitted from a mobile device"
1219,Altogether it is a amazing hotel!,"Reviewed: October 4, 2016",Nicola,United Kingdom,10,6 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit


• Stayed 3 nights


• Submitted from a mobile device"
1220,The door closer on the room got caught every time we wanted...,"Reviewed: October 4, 2016",Maurice,United States of America,10,1 review,"• Leisure trip


• Group


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights


• Submitted from a mobile device"
1221,Beautiful hotel!,"Reviewed: October 4, 2016",Kimberly,United States of America,9.6,10 Reviews,"• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 1 night


• Submitted from a mobile device"
1222,Everything!,"Reviewed: October 4, 2016",Quintin,United Kingdom,6.7,3 Reviews,"• Leisure trip


• Group


• Venetian Bella Suite with Two Queen Beds


• Stayed 4 nights


• Submitted from a mobile device"
1223,Will go back,"Reviewed: October 4, 2016",Spiro,Macedonia,9.6,3 Reviews,"• Business trip


• Group


• Venetian Luxury Suite with a King Bed


• Stayed 5 nights"
1224,Fantastic stay!,"Reviewed: October 4, 2016",Jane,United States of America,10,1 review,"• Leisure trip


• Group


• Venetian Luxury Suite with a King Bed


• Stayed 1 night


• Submitted from a mobile device"
1225,Can't wait to stay again.....,"Reviewed: October 4, 2016",Ahmed,United Arab Emirates,9.2,25 Reviews,"• Leisure trip


• Group


• Venetian Bella Suite with Two Queen Beds


• Stayed 4 nights


• Submitted from a mobile device"
1226,Take your own pillow!!!,"Reviewed: October 3, 2016",Richard,United States of America,7.9,1 review,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights"
1227,"The rooms were just amazing, very comfy!","Reviewed: October 3, 2016",Mandy,United Kingdom,8.8,9 Reviews,"• Leisure trip


• Group


• Venetian Luxury View Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
1228,Affordable elegance,"Reviewed: October 3, 2016",Anonymous,United States of America,9.2,1 review,"• Leisure trip


• Group


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
1229,Best hotel,"Reviewed: October 3, 2016",Kimberly,United States of America,7.9,4 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 4 nights


• Submitted from a mobile device"
1230,torture  chamber   mattress I  ended up   more  comfortable ...,"Reviewed: October 2, 2016",Mark,United Kingdom,9.2,10 Reviews,"• Leisure trip


• Family with older children


• Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit


• Stayed 3 nights


• Submitted from a mobile device"
1231,Quality of the suite,"Reviewed: October 2, 2016",Anonymous,Israel,10,14 Reviews,"• Leisure trip


• Group


• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit


• Stayed 2 nights


• Submitted from a mobile device"
1232,Bed was amazing.,"Reviewed: October 2, 2016",Maya,Saudi Arabia,10,7 Reviews,"• Leisure trip


• Travelers with friends


• Venetian Bella Suite with Two Queen Beds


• Stayed 1 night


• Submitted from a mobile device"
1233,Rooms are beautiful,"Reviewed: October 2, 2016",Dmitry,Israel,7.1,22 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 4 nights"
1234,No tea/coffee making facilities in the room,"Reviewed: October 1, 2016",Lucy,United States of America,10,1 review,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights


• Submitted from a mobile device"
1235,The wifi didn't really work in our suit,"Reviewed: October 1, 2016",Angela,United States of America,9.6,1 review,"• Leisure trip


• Group


• Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit


• Stayed 4 nights


• Submitted from a mobile device"
