,0
1905,Pleasantly surprised that rooms were extremely clean and had a great view of the pool.  They kindly upgraded me to a better room for my birthday. :)
1906,"Luxurious room, very quiet and so clean.  Excellent location. Lots of great restaurants on site."
1907,"- Helpful staff when we wanted to change our room
- Classy room with comfortable bed, we slept well
- In the middle of the Strip, very convenient"
1908,It was a classy experience and was really romantic. Everything about our room was great
1909,All new furniture and fit out and of course its large suites and choices of restaurants
1910,"The Venetian is awesome so beautiful!!  Very friendly staff and helpful at check in and out.  The most beautiful suite!  I wanted to move in and stay forever.  Rock of Ages was fantastic!  Had dinner in our room one night, the room service and food was wonderful!"
1911,it was an excellent hotel very clean and the pictures of the room  was exactly  how they was everyone very friendly would defaintly stay there again.
1912,"Our receptionist was sooo lovely, he was quite busy but took the time to help us and talk to us and answer our queries and let us check in early which was a bonus."
1913,"Spacious rooms, cleanliness and staff very helpful, checking very quick and efficient."
1914,"The location of the hotel on the strip was fantastic, the bedrooms were great and the reception staff were very friendly."
1915,Nice hotel. Clean room and hotel.
1916,The suite we were in was excellent and the staff were friendly and courtieous..... The location excellent and restaurants excellent
1917,"It was not my first time in Las Vegas and I had  had the emotion for being as a guest at the Venetian. I love Italy and the real Venice (of course I have been there so many times). 
If you are considering to choose a Hotel, pick this one. It has got the best casino, a nice shopping centre and it is well located for its proximity to the Caesars Palace and the Bellagio. (Please note that the MGM it will be far from it, but you don't need to visit those old casinos for sure)."
1918,"Perfect location to the main strip, clean room."
1919,"The Bella Suite was amazing!!! 5 star hotel at its finest.. From shopping, dining to entertainment by far the best hotel on Vegas Strip we will be back it was my birthday!!!"
1920,"Was just amazing, beautiful hotel"
1921,"Everyone from hotel check in staff, to dealers, waitresses and restaurants were great.  Beautiful hotel with upscale looks and amenities, down home relaxed vibe!"
1922,I highly reccommend to try Bouchon restaurant for breakfast. It has a nice European style and fantastic breakfast.
1923,"It is a beautiful facility, and maintainance is top notch.  Staff is very friendly and helpful and there are numerous choices of restaurants."
1924,"Your staffs are really helpful and quite amicable .
Your suit room are superb and they give value to the money you pay ."
1925,"We loved how big the suites were !!! The hotel is just beautiful , we enjoyed the gondola ride . I surprised my husband with cupcakes and balloons which I ordered from the hotel prior to our stay and they delivered on time and set up was beautiful ❤️❤️❤️ very friendly staff. 
LOVE IT !! Well worth the price ."
1926,"Cleanliness, location & suite size."
1927,Beautiful Hotel !!
1928,Room was very dusty
1929,"The food was excellent.
The floor number 10th area is pretty nice."
1930,"The overall hotel was excellent, really clean, the rooms where really spacious and luxurious"
1931,The room was nice and spacious with a view of the courtyard but I would rather have had an outside view.
1932,We Loved the size of the Bella Suite...  We asked for a small fridge and staff brought one. We would recommend staying.
1933,View
1934,Lovely hotel with a good location and vibe! Within hotel amenities were great and the hotel room was spacious and clean. Beds were comfortable And the bathroom was luxiourious
1935,Everything this is the BEST hotel we have ever stayed in! The suite blew our mind. And we have stayed at most of the hotels on the strip at one time or another.
1936,"The place was beutiful. The room was very roomy, and the staff was great."
1937,Decoration in the room very pretty
1938,"Lovely room, very courteous staff. The architecture, although ludicrous, is very impressive. Fantastic location"
1939,Hotel is beautiful and still looks brand new. Large staff kept things very nice.
1940,"Property was nicely located in the newer, nicer part of the strip. Parking was easy and free. The rooms were great! Nice mini suite with large bathroom and three TVs. The shops and restuarants were very nice."
1941,Location was fantastic & the rooms are tremendous (apart from the plumbing and wifi issues).
1942,"Table 10, lobster ME and the 24 hr  cafe by the casino. Very clean, room was beautiful"
1943,"The building is impressive, the personnel kind."
1944,Only location and brand.
1945,You get what you pay for here. The rooms are very comfortable and the pool area is good. Some good choices for eating and the hotel is clean and tidy.
1946,"An absolutely stunning hotel! Could have been Venice itself!  You have to see it to believe it! Canals, gondolas, a wide variety of shops and restaurants for all tastes, all inside the hotel itself, no need to leave! Room was fabulous, spotlessly clean and comfortable. Amazing views over Las Vegas! Didn't want to leave!"
1947,The room and bed were unbelievable. Facilites very clean. The bathroom was great. Even watched a football we bet on while taking a shower!
