,Name,Nationality,Date,Score,Topic,Tags,History reviews
1699,Jeanette,Australia,"Reviewed: June 5, 2016",10,Excellent location,• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds• Stayed 3 nights• Submitted from a mobile device,5 Reviews
1700,Colin,Australia,"Reviewed: June 5, 2016",9.6,Fantastic like a city in a hotel 24/7,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,62 Reviews
1701,David,United Kingdom,"Reviewed: June 4, 2016",9.6,Weather could have been better - lovely hotel,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,3 Reviews
1702,Anonymous,United Kingdom,"Reviewed: June 4, 2016",9.6,Fabulous,• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds• Stayed 3 nights• Submitted from a mobile device,9 Reviews
1703,Susan,Australia,"Reviewed: June 4, 2016",8.8,Very comfortable stay in a great location,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights,12 Reviews
1704,Beauheme,Australia,"Reviewed: June 4, 2016",10,Vegas!,• Leisure trip• Family with older children• Venetian Luxury View Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,1 review
1705,Enis Dincer,Turkey,"Reviewed: June 4, 2016",10,Helpful checkin staff,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,20 Reviews
1706,Chun-jen,United States of America,"Reviewed: June 3, 2016",8.8,nice hotel,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night,11 Reviews
1707,Nicola,Italy,"Reviewed: June 3, 2016",8.3,Wi-Fi Does't work,• Leisure trip• Couple• Venetian Luxury View Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,1 review
1708,Anonymous,United States of America,"Reviewed: June 3, 2016",10,Very nice hotel,• Leisure trip• Family with young children• Venetian Luxury Suite with a King Bed• Stayed 3 nights,1 review
1709,Elizabeth,United States of America,"Reviewed: June 2, 2016",10,"The bed was amazing, the entire hotel staff was lovely!",• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,2 Reviews
1710,Tasneem,Australia,"Reviewed: June 2, 2016",8.3,Bed very comfortable,• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit• Stayed 2 nights,4 Reviews
1711,Abdulaziz,Saudi Arabia,"Reviewed: June 2, 2016",9.6,Best of the best,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,31 Reviews
1712,Diana,Italy,"Reviewed: June 2, 2016",10,Excellent,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,3 Reviews
1713,Michelle,United Kingdom,"Reviewed: June 1, 2016",9.2,Pure Luxury,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights,9 Reviews
1714,Wei,United States of America,"Reviewed: June 1, 2016",9.2,"Staff were very friendly, the room service was great.",• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit• Stayed 2 nights• Submitted from a mobile device,1 review
1715,Miguel,United States of America,"Reviewed: June 1, 2016",10,The beds were comfy and the tub was perfect.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,1 review
1716,Justo,United States of America,"Reviewed: May 31, 2016",10,The pool is awesome the rooms are beautiful.,• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds• Stayed 3 nights• Submitted from a mobile device,8 Reviews
1717,Georgette,United States of America,"Reviewed: May 31, 2016",9.6,Tao should be free for hotel guests after 2 pm,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,3 Reviews
1718,Patricia,United States of America,"Reviewed: May 31, 2016",9.6,Anniversary trip,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights,1 review
1719,Anonymous,United States of America,"Reviewed: May 31, 2016",9.6,Excellent customer service!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,1 review
1720,yajupadu,United States of America,"Reviewed: May 31, 2016",9.2,pools,• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds• Stayed 2 nights,7 Reviews
1721,Tijmen,Netherlands,"Reviewed: May 31, 2016",9.6,Amazing place at the strip. What a luxury !!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,33 Reviews
1722,David,United States of America,"Reviewed: May 30, 2016",10,Loved the hotel and staff.,• Business trip• Solo traveler• Venetian Luxury Suite with a King Bed• Stayed 3 nights,2 Reviews
1723,Hector,United States of America,"Reviewed: May 29, 2016",10,Everything was as expected,• Business trip• Solo traveler• Venetian Luxury Suite with a King Bed• Stayed 5 nights• Submitted from a mobile device,1 review
1724,Samara,Canada,"Reviewed: May 29, 2016",9.2,"rooms are large, service was good!",• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds• Stayed 2 nights,3 Reviews
1725,Bikash,India,"Reviewed: May 29, 2016",6.3,Less than value for money,• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 2 nights• Submitted from a mobile device,2 Reviews
1726,Elena,Italy,"Reviewed: May 29, 2016",8.3,"We paied for a larger room, but room should be the same we...",• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 1 night,18 Reviews
1727,Stefani,Australia,"Reviewed: May 29, 2016",9.6,The Venetian Job!,• Leisure trip• Couple• Venetian Luxury View Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,6 Reviews
1728,Francesco_Maria1986,Italy,"Reviewed: May 27, 2016",9.2,"Amazing location, good facilities",• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds• Stayed 3 nights• Submitted from a mobile device,9 Reviews
1729,Lam Soon,Singapore,"Reviewed: May 26, 2016",9.6,"Good location 
",• Leisure trip• Travelers with friends• Venetian Bella Suite with Two Queen Beds• Stayed 3 nights• Submitted from a mobile device,18 Reviews
1730,Shilpa,India,"Reviewed: May 26, 2016",6.3,Excellent location and size of  rooms is the best!,• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 2 nights• Submitted from a mobile device,8 Reviews
1731,Sean,Malta,"Reviewed: May 25, 2016",9.6,Fantastic hotel.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night,70 Reviews
1732,Rade,United Kingdom,"Reviewed: May 25, 2016",10,Fun time at the Venetian!,• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds• Stayed 4 nights,11 Reviews
1733,John,Canada,"Reviewed: May 25, 2016",9.6,Comfort level and location is excellent,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,13 Reviews
1734,Suzy,Canada,"Reviewed: May 24, 2016",10,beds were amazing,• Leisure trip• Group• 2 rooms• Stayed 3 nights,1 review
1735,Shuhai,Switzerland,"Reviewed: May 24, 2016",9.6,Nice stay,• Leisure trip• Solo traveler• Venetian Luxury Suite with a King Bed• Stayed 4 nights,15 Reviews
1736,Robert,United Kingdom,"Reviewed: May 24, 2016",9.2,Bonkers luxury,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,10 Reviews
1737,Ali,Saudi Arabia,"Reviewed: May 24, 2016",10,Great experience,• Leisure trip• Solo traveler• Venetian Bella Suite with Two Queen Beds• Stayed 4 nights• Submitted from a mobile device,9 Reviews
1738,Oded,Israel,"Reviewed: May 24, 2016",10,amezing!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights,1 review
1739,Emre,United Kingdom,"Reviewed: May 23, 2016",10,Everything is great,• Leisure trip• Couple• Venetian Luxury View Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,1 review
1740,Barclay,United States of America,"Reviewed: May 23, 2016",7.5,Bathroom smelled,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,1 review
1741,Zhiqiang,China,"Reviewed: May 23, 2016",10,Great beds and room facility,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night,6 Reviews
1742,Vicki,United States of America,"Reviewed: May 23, 2016",10,Fantastic,• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds• Stayed 1 night• Submitted from a mobile device,1 review
1743,Weldon,United States of America,"Reviewed: May 23, 2016",8.8,Great environment,• Leisure trip• Family with older children• Venetian Bella Suite with Two Queen Beds• Stayed 3 nights,1 review
1744,Steven,United Kingdom,"Reviewed: May 22, 2016",9.2,Spectacular,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit• Stayed 3 nights• Submitted from a mobile device,1 review
1745,Daniel,Lebanon,"Reviewed: May 22, 2016",10,everything was wonderful,• With a pet• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,6 Reviews
1746,Anonymous,Saudi Arabia,"Reviewed: May 22, 2016",8.3,lack of courtesy besides I've requested a smoking room and non-smoking room was provided!!,• Leisure trip• Family with young children• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,7 Reviews
1747,Anonymous,United Kingdom,"Reviewed: May 22, 2016",7.1,Smoking should be banned in casinos in Vegas,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,2 Reviews
1748,Ana,Switzerland,"Reviewed: May 21, 2016",10,Climatisation,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,1 review
1749,Eddie,United Kingdom,"Reviewed: May 21, 2016",10,31st floor north strip pool view room,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,15 Reviews
1750,Anonymous,China,"Reviewed: May 21, 2016",10,This is a perfect place.,• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds• Stayed 2 nights,5 Reviews
1751,Rene,Switzerland,"Reviewed: May 21, 2016",7.5,"Check out stuff, concierge by booking Grand Canyon ...",• Couple• Smart Plan- Venetian Luxury View Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,1 review
1752,Charles,Canada,"Reviewed: May 21, 2016",9.6,Best pace to stay,• Leisure trip• Solo traveler• Venetian Luxury View Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,1 review
1753,Maria,United States of America,"Reviewed: May 20, 2016",10,room was excellent,• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds• Stayed 1 night,3 Reviews
1754,Anonymous,Germany,"Reviewed: May 19, 2016",7.5,Express check out.,• Leisure trip• Family with young children• Venetian Luxury Suite with a King Bed• Stayed 1 night,2 Reviews
1755,Madge,United States of America,"Reviewed: May 19, 2016",10,Great',• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,4 Reviews
1756,Christine,United States of America,"Reviewed: May 19, 2016",9.6,Lovely hotel,• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds• Stayed 3 nights• Submitted from a mobile device,3 Reviews
1757,Samantha,United Kingdom,"Reviewed: May 19, 2016",10,Amazing,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 5 nights• Submitted from a mobile device,2 Reviews
1758,Anonymous,Romania,"Reviewed: May 19, 2016",7.9,Breakfast would have been nice to be included in the price...,• Leisure trip• Group• Venetian Luxury Suite with a King Bed• Stayed 1 night,22 Reviews
1759,Fredi,Estonia,"Reviewed: May 18, 2016",9.2,"Venetian is a really luxurious hotel with a nice room, great restaurants and a great location!",• Leisure trip• Couple• Venetian Luxury View Suite with a King Bed• Stayed 3 nights,10 Reviews
1760,GuilhermeCatarino,Brazil,"Reviewed: May 18, 2016",9.2,"Excellent, clean and large",• Leisure trip• Travelers with friends• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,15 Reviews
1761,Anonymous,United States of America,"Reviewed: May 18, 2016",10,Vegas baby!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,1 review
1762,Quinn,United States of America,"Reviewed: May 17, 2016",10,Awesome experience and we want to come again.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night,6 Reviews
1763,Anonymous,United States of America,"Reviewed: May 17, 2016",7.1,no worth the money,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,4 Reviews
1764,Margaret,United States of America,"Reviewed: May 17, 2016",10,The food!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,1 review
1765,Kevin,United Kingdom,"Reviewed: May 17, 2016",10,"Little coffee shop inside
",• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights,4 Reviews
1766,Hywel,United Kingdom,"Reviewed: May 17, 2016",9.6,"Pools, great location on the strip.",• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,21 Reviews
1767,Glenn,United States of America,"Reviewed: May 16, 2016",10,Perfect Las Vegas experience!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights,43 Reviews
