,Overall_review,date,name,nationality,rating,review_times,tag
1032,"The bed was like a dream, I will miss it.","Reviewed: June 20, 2017",Katharina,United States of America,10,1 review,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
1033,Everything.,"Reviewed: June 17, 2017",Viken,Jordan,9.2,11 Reviews,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1034,Cansio,"Reviewed: June 14, 2017",Shuhai,Switzerland,8.3,15 Reviews,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights"
1035,Got upgraded to room in Nobu hotel,"Reviewed: June 14, 2017",Andrew  J Wadsworth,United Kingdom,9.6,4 Reviews,"• Leisure trip


• Group


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 1 night"
1036,"Sheer luxury , loved the place wud definitely go back","Reviewed: June 13, 2017",Anonymous,United Kingdom,10,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
1037,"Quiet rooms and big screen tv, and the walkin shower","Reviewed: June 12, 2017",Anonymous,United States of America,8.3,1 review,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1038,One of the best locations on The Strip!,"Reviewed: June 9, 2017",Linnea,Sweden,9.6,2 Reviews,"• Leisure trip


• Group


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 3 nights"
1039,Ceasar's is a fantastic place to stay.,"Reviewed: June 6, 2017",Chris,United States of America,10,1 review,"• Leisure trip


• Group


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 1 night"
1040,Price and location,"Reviewed: June 6, 2017",Gihwi,South Korea,10,1 review,"• Leisure trip


• Family with young children


• 2 rooms


• Stayed 1 night


• Submitted from a mobile device"
1041,"Clean, spacious room with good storage.","Reviewed: June 6, 2017",Malcolm,United Kingdom,9.6,2 Reviews,"• Leisure trip


• Couple


• Augustus Strip View, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1042,Long Walk from check in to room.,"Reviewed: June 4, 2017",Phyllis,United States of America,7.5,1 review,"• Leisure trip


• Group


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1043,The elevators,"Reviewed: June 2, 2017",Matthew,Canada,6.7,5 Reviews,"• Leisure trip


• Group


• Forum Classic Suite, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1044,It was fabolous,"Reviewed: June 2, 2017",Manoj,India,10,3 Reviews,"• Leisure trip


• Family with young children


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1045,Booking.,"Reviewed: June 2, 2017",Travel03,Canada,10,2 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1046,"Amazing, keep the pool open longer 😊","Reviewed: June 1, 2017",Patrick,Australia,10,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1047,Just amazing place to stay in Vegas,"Reviewed: June 1, 2017",Majd,United States of America,9.6,1 review,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1048,The bed and pillows where very comfy,"Reviewed: June 1, 2017",Danielle,Australia,9.2,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1049,Big hotel with great facilities and an amazing pool,"Reviewed: May 31, 2017",Scott,United Kingdom,7.5,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1050,Best stay,"Reviewed: May 31, 2017",Amber,United States of America,10,1 review,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1051,The Shower!,"Reviewed: May 30, 2017",Lisa,United States of America,10,7 Reviews,"• Leisure trip


• Group


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1052,"Faite un tour à la piscine, cest grandiose !","Reviewed: May 29, 2017",Camille,France,10,12 Reviews,"• Leisure trip


• Group


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1053,Vegas is great fun and Caesars Palace is an excellent place to stay.,"Reviewed: May 28, 2017",Anonymous,Canada,10,5 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 1 night"
1054,Amazing buffet.,"Reviewed: May 25, 2017",Jason,Jamaica,9.6,1 review,"• Business trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1055,Amazing hotel,"Reviewed: May 24, 2017",Yvonne,United Kingdom,10,4 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1056,Fabulous comfortable hotel,"Reviewed: May 22, 2017",Judith,United Kingdom,7.5,3 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
1057,Overwhelming place to visit.,"Reviewed: May 22, 2017",Phyllis,New Zealand,8.8,3 Reviews,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1058,Necessities like bottled water way over priced!,"Reviewed: May 21, 2017",Gerald,United States of America,8.3,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1059,Good location - tired accommodation - expensive,"Reviewed: May 21, 2017",Ian,United States of America,5.0,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1060,Perfect Choice on strip!,"Reviewed: May 21, 2017",Kirsten,Denmark,10,6 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1061,Omnia,"Reviewed: May 21, 2017",Denise,United States of America,10,1 review,"• Leisure trip


• Group


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1062,Close to everything,"Reviewed: May 20, 2017",Donald,United States of America,6.3,2 Reviews,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1063,Renovation noise,"Reviewed: May 19, 2017",Penny,United States of America,7.5,1 review,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1064,Like flying on a US airlines coach,"Reviewed: May 17, 2017",William,United States of America,4.2,12 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights"
1065,the room key cannot access parking lot after talking with...,"Reviewed: May 14, 2017",Anonymous,Canada,7.1,2 Reviews,"• Leisure trip


• Group


• Augustus Premium Room, 2 Queens, Smoking


• Stayed 2 nights"
1066,Las Vegas - best place to stay,"Reviewed: May 13, 2017",Gordon,New Zealand,7.9,1 review,"• Leisure trip


• Group


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1067,Excellent location. Excellent staff.,"Reviewed: May 13, 2017",Marcia,United States of America,9.6,1 review,"• Group


• Augustus Premium Room, King, Non-Smoking


• Stayed 6 nights


• Submitted from a mobile device"
1068,Excellent choice,"Reviewed: May 12, 2017",Roya,Canada,9.6,12 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
1069,Snobby service and horrible food.,"Reviewed: May 12, 2017",Terry,United States of America,4.6,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1070,"The swimmingpool, restaurants , theater , shops.","Reviewed: May 12, 2017",Rui,Netherlands,9.2,20 Reviews,"• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1071,Great but expensive.,"Reviewed: May 8, 2017",Anonymous,United States of America,9.2,1 review,"• Leisure trip


• Solo traveler


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1072,Overall - great!,"Reviewed: May 8, 2017",Sheila,United States of America,7.5,1 review,"• Business trip


• Solo traveler


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 5 nights"
1073,Being close to everything.,"Reviewed: May 8, 2017",Michael,United States of America,7.5,1 review,"• Leisure trip


• Group


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1074,Worth it!,"Reviewed: May 7, 2017",Anonymous,United States of America,9.2,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1075,Time to check in was late so had to wait for the room for...,"Reviewed: May 5, 2017",Anonymous,Sweden,10,5 Reviews,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
1076,It's a party,"Reviewed: May 5, 2017",Johnny,United States of America,10,1 review,"• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1077,"Great location, iconic building","Reviewed: May 3, 2017",Joanna,United Kingdom,8.8,5 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1078,"Excellent hotel, great amenities and shopping, great central...","Reviewed: April 30, 2017",Andrew,Australia,10,3 Reviews,"• Leisure trip


• Travelers with friends


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1079,"Amazing facilities, spacious and comfortable room.","Reviewed: April 30, 2017",Peter,Australia,9.6,12 Reviews,"• Leisure trip


• Family with young children


• Augustus Strip View, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1080,I survived Vegas: thanks Ceasars Palace,"Reviewed: April 27, 2017",Craig,New Zealand,9.6,3 Reviews,"• Leisure trip


• Group


• Augustus Strip View, 2 Queens, Non-Smoking


• Stayed 4 nights"
1081,People,"Reviewed: April 25, 2017",Stephanie,Saudi Arabia,7.5,1 review,"• Group


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1082,Location great but no wifi !!,"Reviewed: April 22, 2017",Doris,Australia,7.1,14 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1083,Nice hotel very expensive,"Reviewed: April 20, 2017",Rebecca,Canada,6.7,1 review,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1084,Old and not clean the carpet smells,"Reviewed: April 18, 2017",Alon,Israel,3.8,1 review,"• Leisure trip


• Group


• Augustus Premium Room, 2 Queens, Smoking


• Stayed 1 night


• Submitted from a mobile device"
1085,Lovely property.,"Reviewed: April 18, 2017",Nicole,Australia,9.6,3 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 5 nights"
1086,The suite was spacious.,"Reviewed: April 16, 2017",Anonymous,United States of America,10,2 Reviews,"• Leisure trip


• Couple


• Augustus Premium Suite


• Stayed 2 nights


• Submitted from a mobile device"
1087,One of the best in vegas,"Reviewed: April 16, 2017",Baruch,Israel,10,7 Reviews,"• Leisure trip


• Travelers with friends


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1088,I don't suggest,"Reviewed: April 15, 2017",Mahmood,Bahrain,7.1,9 Reviews,"• Leisure trip


• Family with young children


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1089,Excellent room,"Reviewed: April 14, 2017",Dick,Netherlands,8.8,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1090,Overall great trip!,"Reviewed: April 14, 2017",Dominic,United States of America,9.2,3 Reviews,"• Leisure trip


• Group


• Forum Classic, 2 Queen Beds, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1091,Ease of check in and check out,"Reviewed: April 14, 2017",Anonymous,United States of America,9.6,1 review,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1092,Great stay,"Reviewed: April 14, 2017",David,United States of America,7.9,1 review,"• Leisure trip


• Family with young children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1093,Amazing,"Reviewed: April 13, 2017",Victor,Mexico,10,3 Reviews,"• Leisure trip


• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1094,Poor check in process,"Reviewed: April 12, 2017",Patrick,United States of America,5.0,4 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1095,Fairytale,"Reviewed: April 12, 2017",Jonas,Belgium,9.6,2 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1096,The bed is very comfortable,"Reviewed: April 12, 2017",Edith,United States of America,9.2,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
