,0
2440,"Room decor is old and out of style, should renovate with modern decor!"
2441,"No value for the money
Staff working like a machine
You do not really exist there
cruel Casino"
2442,room size and decoration
2443,none...
2444,None
2445,No coffee maker in the room
2446,"Mass tourism, anonymity of service"
2447,Everything was great!  Especially the drinks at the poolside bar.
2448,not enough chairs by pool area
2449,The hotel is huge and you may get lost without the map of the hotel!
2450,"Staff rude, breakfast takes 1.30 mins & is cold. Lift closes on you & it hurts. Expensive. No coffee in Room."
2451,"Room delivery charges is an annoyance , but very pleased to have been upgraded"
2452,Nothing
2453,Hotel too big.
2454,The place is huge and easy to get lost in.
2455,Takes one our to delever breakfast in the room
2456,I would have liked a bigger variety of choice for the  breakfast .
2457,Bathroom had a few trouble spots for cleanliness and the bed was older I think.
2458,"Poor reception for phones, casino was tacky and bright, my ginger roommate"
2459,"Pool was too cramped way too many deck chairs crowded into the space, no sun unbrellas.  Loved the shopping area."
2460,Nothing
2461,View from room.
2462,"No breakfast included
The prices of breakfast in the hotel restorant are high"
2463,Nothing
2464,Check in was cumbersome and luggage did not arrive for one hour.
2465,"we arrive at 3 but room not ready till 7pm, while check out is 11 am. service very poor."
2466,Nothing except couldn't stay longer
2467,crowded check in
2468,the pool had no shade!!! brutal -  -
2469,It's a long way from the self-park area to check-in and back to guest elevators with luggage.
2470,No shade around pools.
2471,"No complimentary tea  or water. 
Pool has no depth"
2472,A little pricey per night.
2473,Breakfast took to long to get delivered to the room on room service
2474,None
2475,Girls
2476,"No coffee maker or kettle in room, very pricy for no ammendities."
2477,The sensors in the snack tray and fridge. Not enough space for personal storage in the fridge.
2478,The elevators aré very confunde for guests.
2479,Resort fees
2480,This is my third stay in two years. The hotel show no appreciation.
2481,Dirty windows. No coffee making facilities. Fresh Towels not available
2482,No tea or coffee making facilities in suite.
2483,"Nothing to declare,  loves everything"
2484,lost our way several times in this enormous hotel
2485,"They host you on a dirty room, when you talk to them their reponce is we will take care and never"
2486,Nothing
2487,Long taxi Q
2488,The tax and resort fees was high
2489,The lobby not luxury as other hotels around and no place to seat
2490,nothing
2491,"number of people, pvercrowed swimming pool."
2492,smell smoking at casino
2493,Nothing
2494,One day we have a important noise from next room.
2495,No breakfast
2496,Some bar staff weren't very friendly
2497,Leaving!!
2498,"Watch out for hidden extras, no trolleys to bring luggage up from car park"
2499,Nothing ... Everything was Wonderful.
2500,No coffee pot in the room.
2501,Price
2502,lots of walking to get where you need to be.
2503,Nil negative.
2504,Shower open to the expansive bathroom means only one person can use it at a time. That was a shame!
2505,Not enough shade by the pool
2506,Too large so very difficult to find anything
2507,It was very busy but this was expected.
2508,the breakfast took a long time over an hr in most cases and the eggs were undercooked everyday.
2509,The fact that we would have had to pay for Wifi.
2510,The restaurant
2511,It was hard to find your way.
2512,Breakfast
2513,Nothing wrong at all.
2514,in room dining was very slow. Perhaps they were busy. Which was a shame as the food was lovely.
2515,Just a little pricey
2516,There was lots of other people's hair in the bathroom/ shower/ bath .
2517,The FEDEX office is kinda far to walk to but hey it is a huge hotel
2518,Nothing
2519,Eigelijk niets.Behalve dat het een giga groot hotel is waar je makkelijk verdwaald!
2520,No dislikes everything  was perfect.
2521,No service in the pool/hot tub area.  I had to walk into the restaurant in a wet suit to order a drink from the bar.  very odd.
2522,nothing
2523,Can be crowded sitting around the pool
2524,Casino (but I am not a gambler anyway)
2525,Price
2526,not applicable
2527,"Queue at check-in
Too much ""chaos"" in common areas"
2528,I did not like waking up to the sounds of construction early in the morning.
2529,The water in the room was ridiculously expensive.
2530,Breakfast
2531,Nothing
2532,No complementary water in room - one bottle sufficient.
2533,Let  check out
2534,Would have liked coffee making equipment in the room
2535,"Cost of breakfast and the terrible music by the pool, presumably used to drive punters back to the tables."
2536,Nothing
2537,did not like having to have breakfast in the room
2538,Too many young people but knew that was the way due to the fight
2539,Breakfast is not good
2540,Nothing really
2541,the bell boys cannot get into your room once you've checked-out
2542,"A fair price for the hotel, everything else is expensive"
2543,I liked everytging about it.
2544,The 'free' in room breakfast was just so-so.  I requested view of the strip.  I got a view of the pool.
2545,"Pervasive smoking
Trip was too long"
2546,No tea and coffee facilities.
2547,Resort fee.
2548,"Had to wait over an hour to get our room , even though we arrived well past check in time"
