,Name,Nationality,Date,Score,Topic,Tags,History reviews,
2120,Azhar,United Kingdom,"Reviewed: August 2, 2016",7.9,"Great hotel, shame about check in queues",??Leisure trip??Family with young children??Venetian Bella Suite with Two Queen Beds??Stayed 1 night??Submitted from a mobile device,12 Reviews,
2121,King,Hong Kong,"Reviewed: August 2, 2016",10,Everything good.,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds??Stayed 1 night,16 Reviews,
2122,Paula,New Zealand,"Reviewed: August 2, 2016",10,"Excellent, worth every penny.",??Leisure trip??Family with older children??Venetian Luxury Suite with a King Bed??Stayed 12 nights??Submitted from a mobile device,4 Reviews,
2123,Sinead,Ireland,"Reviewed: August 2, 2016",10,"Venetian, Vegas.",??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,10 Reviews,
2124,Michelle,United Kingdom,"Reviewed: August 1, 2016",8.8,Great location and facilities,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds (3 Adults)??Stayed 4 nights??Submitted from a mobile device,5 Reviews,
2125,Nice,Israel,"Reviewed: August 1, 2016",8.3,The staff was super friendly and helpful.,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night,6 Reviews,
2126,Frequent,United States of America,"Reviewed: July 31, 2016",9.6,Great location. Super clean. A bit smokey in the casino.,??Business trip??Solo traveler??Venetian Luxury Suite with a King Bed??Stayed 5 nights,1 review,
2127,Jo,Belgium,"Reviewed: July 31, 2016",8.8,luxury hotel,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit??Stayed 3 nights??Submitted from a mobile device,7 Reviews,
2128,Anonymous,Hong Kong,"Reviewed: July 31, 2016",6.7,5 star hotel with 3 star service,??Leisure trip??Family with young children??Venetian Luxury View Suite with a King Bed??Stayed 4 nights??Submitted from a mobile device,25 Reviews,
2129,Matthew,United Kingdom,"Reviewed: July 31, 2016",9.6,Perfect for a couple,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 4 nights,1 review,
2130,Steve,United Kingdom,"Reviewed: July 31, 2016",9.6,"Fantastic and luxurious hotel,well worth the extra money!",??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds (3 Adults)??Stayed 3 nights??Submitted from a mobile device,6 Reviews,
2131,Neal,United Kingdom,"Reviewed: July 31, 2016",8.8,"Stay in Venetian , save your feet",??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds??Stayed 6 nights??Submitted from a mobile device,1 review,
2132,Monkeylover,United States of America,"Reviewed: July 30, 2016",9.6,"Beautiful resort hotel, worth the money.",??Leisure trip??Group??Venetian Bella Suite with Two Queen Beds??Stayed 3 nights??Submitted from a mobile device,2 Reviews,
2133,Aviram,Israel,"Reviewed: July 30, 2016",10,Short but very sweet!,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed with 150 USD Resort Credit??Stayed 4 nights??Submitted from a mobile device,6 Reviews,
2134,Clarissa,United States of America,"Reviewed: July 29, 2016",9.6,Loved this place over all and can't wait till my next stay at this beautiful hotel:),??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,1 review,
2135,Anonymous,United Kingdom,"Reviewed: July 29, 2016",10,Lovely place,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,16 Reviews,
2136,Jon,United States of America,"Reviewed: July 28, 2016",7.5,Son's 21st birthday,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,2 Reviews,
2137,Anonymous,United Kingdom,"Reviewed: July 28, 2016",9.2,Great stay,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed with 150 USD Resort Credit??Stayed 2 nights??Submitted from a mobile device,6 Reviews,
2138,Susan,Australia,"Reviewed: July 28, 2016",10,Spoil yourself once in a life time !!,??Business trip??Couple??Venetian Bella Suite with Two Queen Beds??Stayed 7 nights??Submitted from a mobile device,1 review,
2139,Ian_Aus,Australia,"Reviewed: July 27, 2016",10,Living in style on the strip,??Leisure trip??Solo traveler??Venetian Luxury Suite with a King Bed??Stayed 1 night,7 Reviews,
2140,Carmen,United States of America,"Reviewed: July 27, 2016",10,Our stay was pleasant due to the accessibility of restaurants and shops,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,1 review,
2141,Anonymous,United States of America,"Reviewed: July 26, 2016",7.5,Interesting,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,7 Reviews,
2142,Scott,United Kingdom,"Reviewed: July 26, 2016",9.2,The rooms are really large and comfortable,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 2 nights??Submitted from a mobile device,16 Reviews,
2143,Joshua,United States of America,"Reviewed: July 26, 2016",10,Great place to stay on the strip,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 2 nights,14 Reviews,
2144,Max,Panama,"Reviewed: July 26, 2016",9.2,Great Vegas experience complemented by a great hotel.,??Leisure trip??Family with young children??Venetian Bella Suite with Two Queen Beds??Stayed 3 nights??Submitted from a mobile device,2 Reviews,
2145,Alon,Israel,"Reviewed: July 26, 2016",7.9,GREAT CENTRAL  LOCATION CLOSE TO  SHOPPING CENTERS AND CITY...,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 5 nights,12 Reviews,
2146,Elizabeth,Australia,"Reviewed: July 24, 2016",9.6,We were upgraded to a suite with a view which was stunning.,??Leisure trip??Group??Venetian Luxury Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,15 Reviews,
2147,AHMAD ALDAHAM,Saudi Arabia,"Reviewed: July 24, 2016",9.6,"Everything 
",??Leisure trip??Solo traveler??Venetian Luxury Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,22 Reviews,
2148,Katherine,United Kingdom,"Reviewed: July 21, 2016",10,Long Weekend in Vegas,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights,5 Reviews,
2149,Sj,United Kingdom,"Reviewed: July 20, 2016",9.6,Stunning Venetian!,??Leisure trip??Group??Venetian Bella Suite with Two Queen Beds??Stayed 1 night??Submitted from a mobile device,2 Reviews,
2150,Chun,United States of America,"Reviewed: July 20, 2016",6.7,"Too crowded, Venetian should get more staff",??Leisure trip??Family with older children??2 rooms??Stayed 1 night??Submitted from a mobile device,1 review,
2151,pinaneil,Australia,"Reviewed: July 20, 2016",10,"The Venetian Resort-Hotel-Casino must stay ""Great Experience""",??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night,1 review,
2152,Debbie,Australia,"Reviewed: July 20, 2016",6.7,Unhygienic pools,??Leisure trip??Couple??Smart Plan- Venetian Luxury Suite with a King Bed??Stayed 4 nights??Submitted from a mobile device,5 Reviews,
2153,Vart,United States of America,"Reviewed: July 19, 2016",5.8,Very nice hotel.,??Leisure trip??Group??Venetian Bella Suite with Two Queen Beds??Stayed 2 nights??Submitted from a mobile device,2 Reviews,
2154,Stevr,United Kingdom,"Reviewed: July 19, 2016",9.6,Great for a Short Stay in Vegas,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit??Stayed 2 nights,8 Reviews,
2155,Marcel,United Kingdom,"Reviewed: July 18, 2016",7.1,Excellent hotel if gambling on the strip is your thing.,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights,29 Reviews,
2156,Nick & Ads,Italy,"Reviewed: July 17, 2016",9.2,Beautiful Room.,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 2 nights,87 Reviews,
2157,Carlos,United States of America,"Reviewed: July 16, 2016",10,"I will definitely be coming back. This time, maybe for leisure.",??Business trip??Solo traveler??Venetian Bella Suite with Two Queen Beds??Stayed 4 nights,1 review,
2158,Hnr,Indonesia,"Reviewed: July 14, 2016",8.8,The room is spacious & the bed is comfy,??Leisure trip??Family with young children??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,6 Reviews,
2159,Mohsen,United States of America,"Reviewed: July 14, 2016",7.5,I can say it's nice and good hotel to stay,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit??Stayed 2 nights??Submitted from a mobile device,1 review,
2160,Walk,United States of America,"Reviewed: July 14, 2016",7.5,"Great location, beautiful place, courteous staff; though you pay for it.",??Leisure trip??Solo traveler??Venetian Luxury Suite with a King Bed with 150 USD Resort Credit??Stayed 2 nights,1 review,
2161,Edgar,United States of America,"Reviewed: July 13, 2016",9.6,This hotel was charmingly right for my girlfriend's birthday,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,1 review,
2162,Jacqueline,United Kingdom,"Reviewed: July 13, 2016",9.2,"Room was excellent, staff friendly.",??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night,16 Reviews,
2163,Neil,United Kingdom,"Reviewed: July 12, 2016",10,Fabulous hotel,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 7 nights??Submitted from a mobile device,10 Reviews,
2164,"Peter G, belfast",United Kingdom,"Reviewed: July 12, 2016",6.7,5 star in look but not service,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds??Stayed 2 nights??Submitted from a mobile device,2 Reviews,
2165,Barbie,United States of America,"Reviewed: July 11, 2016",10,The Place to Stay in Vegas!,??Business trip??Solo traveler??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,1 review,
2166,Konrad,United Kingdom,"Reviewed: July 10, 2016",10,You must go here at least once in your life.,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed with 150 USD Resort Credit??Stayed 2 nights??Submitted from a mobile device,25 Reviews,
2167,Rose,United Kingdom,"Reviewed: July 9, 2016",6.7,Expensive hotel with lots of hidden extras,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,6 Reviews,
2168,Ibram,United States of America,"Reviewed: July 9, 2016",3.3,"Slow internet, I have to walk like 5 minutes and take two...",??Leisure trip??Family with young children??Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit??Stayed 2 nights??Submitted from a mobile device,2 Reviews,
2169,Loretta Sheerin,Australia,"Reviewed: July 9, 2016",10,This is an excellent property in the heart of the strip...,??Leisure trip??Family with young children??Venetian Luxury Suite with a King Bed??Stayed 2 nights??Submitted from a mobile device,2 Reviews,
2170,Kirsten,New Zealand,"Reviewed: July 9, 2016",9.2,Best hotel in Vegas,??Leisure trip??Group??Venetian Bella Suite with Two Queen Beds??Stayed 5 nights,26 Reviews,
2171,Mary,United States of America,"Reviewed: July 8, 2016",9.6,Wonderful Stay at The Venetian ....,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed with 150 USD Resort Credit??Stayed 2 nights,1 review,
2172,Ian,United States of America,"Reviewed: July 7, 2016",8.8,Totally fun and comfortable,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night,1 review,
2173,LTRF,United States of America,"Reviewed: July 7, 2016",10,Luxury at a palatable price; staff is awesome!,??Business trip??Group??Venetian Bella Suite with Two Queen Beds??Stayed 2 nights,6 Reviews,
2174,Anonymous,United Kingdom,"Reviewed: July 6, 2016",3.8,Go elsewhere!,??Leisure trip??Couple??Venetian Luxury View Suite with a King Bed??Stayed 2 nights,6 Reviews,
2175,Johnny,United States of America,"Reviewed: July 6, 2016",8.3,The Venetian not as advertised or expected!,??Leisure trip??Couple??Venetian Luxury View Suite with a King Bed??Stayed 4 nights??Submitted from a mobile device,1 review,
2176,A,United States of America,"Reviewed: July 5, 2016",8.8,Luxurious stay at a fair price,??Leisure trip??Family with older children??2 rooms??Stayed 2 nights??Submitted from a mobile device,1 review,
2177,Maria,Finland,"Reviewed: July 5, 2016",9.6,Luxurious,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night,15 Reviews,
2178,J,United States of America,"Reviewed: July 5, 2016",9.6,Wonderful amenities.,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights,3 Reviews,
2179,EeLT,United States of America,"Reviewed: July 5, 2016",9.2,Love Palazzo but wanted to give Venetian a try,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,20 Reviews,
2180,ThierryBe,France,"Reviewed: July 4, 2016",9.6,Excellent location.,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds??Stayed 2 nights??Submitted from a mobile device,6 Reviews,
2181,Fred,United Kingdom,"Reviewed: July 3, 2016",7.5,Bed was comfy.,??Leisure trip??Solo traveler??Venetian Luxury Suite with a King Bed??Stayed 1 night,3 Reviews,
2182,Lisa,United States of America,"Reviewed: July 3, 2016",10,The room and bathroom are beautiful and the bed was so comfortable.  The hotel is beautiful.  The st,??Leisure trip??Family with older children??Venetian Luxury Suite with a King Bed??Stayed 1 night,2 Reviews,
2183,Jacob,South Africa,"Reviewed: July 3, 2016",6.3,"Service really poor and reported this twice, directly to...",??Leisure trip??Group??Venetian Bella Suite with Two Queen Beds??Stayed 1 night,7 Reviews,
2184,Anonymous,Germany,"Reviewed: June 29, 2016",9.2,The room / suite was very spacious as was the bathroom!,??Leisure trip??Group??Venetian Luxury Suite with a King Bed??Stayed 3 nights,17 Reviews,
2185,Leslie,United States of America,"Reviewed: June 28, 2016",10,Italy in Las Vegas!,??Couple??Venetian Luxury View Suite with a King Bed??Stayed 2 nights??Submitted from a mobile device,2 Reviews,
2186,Henry,Brazil,"Reviewed: June 27, 2016",7.9,"Beautiful and comfortable, but lacks some details.",??Business trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 4 nights,23 Reviews,
2187,Anu,India,"Reviewed: June 27, 2016",5.8,Property is on the strip which makes easier to walk around...,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit??Stayed 2 nights??Submitted from a mobile device,2 Reviews,
2188,Recurver,Australia,"Reviewed: June 27, 2016",9.2,Sheer opulence...,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights,23 Reviews,
2189,Eva,Spain,"Reviewed: June 26, 2016",10,All the staff was very helpful and kind.,??Leisure trip??Group??Venetian Bella Suite with Two Queen Beds??Stayed 2 nights??Submitted from a mobile device,3 Reviews,
2190,Bjorn,Australia,"Reviewed: June 26, 2016",8.3,Las Vegas,??Leisure trip??Family with young children??Venetian Bella Suite with Two Queen Beds??Stayed 1 night??Submitted from a mobile device,9 Reviews,
2191,Sandeep,India,"Reviewed: June 25, 2016",8.3,Luxury and clean rooms.,??Leisure trip??Family with young children??Venetian Luxury Suite with a King Bed??Stayed 3 nights,9 Reviews,
