,Name,Nationality,Date,Score,Topic,Tags,History reviews,latitude,longitude
2195,Anonymous,India,"Reviewed: June 22, 2016",10.0,excellent stay.,??Leisure trip??Couple??Venetian Luxury View Suite with a King Bed??Stayed 2 nights??Submitted from a mobile device,2 Reviews,20.593684,78.96288
2196,bhaveshkalapi,India,"Reviewed: June 22, 2016",7.5,I reckon planet Hollywood or Hard Rock Cafe or the Bellagio over this. ,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 4 nights??Submitted from a mobile device,10 Reviews,20.593684,78.96288
2197,Anonymous,United States of America,"Reviewed: June 22, 2016",9.2,Beds were comfortable and the staff was friendly!,??Leisure trip??Group??Venetian Bella Suite with Two Queen Beds??Stayed 4 nights,2 Reviews,37.09024,-95.712891
2198,Alvee,United States of America,"Reviewed: June 21, 2016",9.6,"Food is delicious, the surroundings are opulent &...",??Leisure trip??Group??Venetian Luxury Suite with a King Bed??Stayed 3 nights,4 Reviews,37.09024,-95.712891
2199,newzealandauckland,United States of America,"Reviewed: June 21, 2016",9.2,First class,??Leisure trip??Couple??Venetian Luxury View Suite with a King Bed??Stayed 6 nights,35 Reviews,37.09024,-95.712891
2200,johnny teresa,United Kingdom,"Reviewed: June 20, 2016",10.0,We have not been yet due to my partner done his archilles...,??Leisure trip??Couple??Submitted from a mobile device,10 Reviews,55.378051,-3.435973
2201,Vegas,United States of America,"Reviewed: June 19, 2016",8.3,"Rough start, great finish",??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 4 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
2202,Tracy,United States of America,"Reviewed: June 18, 2016",9.6,Difficulty when calling front desk for items like more...,??Leisure trip??Family with older children??Venetian Luxury Suite with a King Bed??Stayed 5 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
2203,Mary-ellen,United States of America,"Reviewed: June 18, 2016",10.0,The place to stay in Vegas,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds??Stayed 1 night??Submitted from a mobile device,1 review,37.09024,-95.712891
2204,Judith,United Kingdom,"Reviewed: June 17, 2016",10.0,Fantastic hotel and resort,??Couple??Venetian Luxury View Suite with a King Bed??Stayed 4 nights??Submitted from a mobile device,3 Reviews,55.378051,-3.435973
2205,Travelling Tuttis,Australia,"Reviewed: June 16, 2016",9.6,Very satisfied,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 2 nights??Submitted from a mobile device,2 Reviews,-25.274398,133.775136
2206,Leopoldo,Mexico,"Reviewed: June 16, 2016",10.0,One of the best options in the strip!,??Leisure trip??Group??Venetian Luxury Suite with a King Bed??Stayed 2 nights,69 Reviews,23.634501,-102.552784
2207,Natasha,United States of America,"Reviewed: June 15, 2016",7.9,They don't appreciate their customers,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,2 Reviews,37.09024,-95.712891
2208,Jonathan,United Kingdom,"Reviewed: June 15, 2016",7.5,Great rooms but not for me,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights,20 Reviews,55.378051,-3.435973
2209,Rob,United Kingdom,"Reviewed: June 14, 2016",8.5,A very large hotel complex which is very comfortable.,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 4 nights,6 Reviews,55.378051,-3.435973
2210,Anonymous,United States of America,"Reviewed: June 13, 2016",8.3,Beautiful hotel,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 2 nights,12 Reviews,37.09024,-95.712891
2211,Farah,Germany,"Reviewed: June 13, 2016",7.5,The location and the typical vegas action.,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 2 nights??Submitted from a mobile device,13 Reviews,51.165690999999995,10.451526
2212,Suzy895,Australia,"Reviewed: June 13, 2016",9.6,Relaxing haven in Strip icon,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 4 nights??Submitted from a mobile device,28 Reviews,-25.274398,133.775136
2213,Gavin Bao,China,"Reviewed: June 12, 2016",8.3,Good place to play,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night,13 Reviews,35.86166,104.195397
2214,Hussein,United States of America,"Reviewed: June 9, 2016",5.8,"Amazing Building,Awful experince",??Leisure trip??Group??Venetian Bella Suite with Two Queen Beds??Stayed 3 nights,2 Reviews,37.09024,-95.712891
2215,Mehdi,United Kingdom,"Reviewed: June 9, 2016",9.6,great hotel nice staff,??Leisure trip??Solo traveler??Venetian Luxury Suite with a King Bed??Stayed 2 nights,1 review,55.378051,-3.435973
2216,London,United Kingdom,"Reviewed: June 8, 2016",8.8,Beautiful hotel with fantastic facilities,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,4 Reviews,55.378051,-3.435973
2217,Uzma,Pakistan,"Reviewed: June 8, 2016",6.7,Very expensive for a four star hotel.,??Leisure trip??Group??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,1 review,30.375321000000003,69.345116
2218,N1gel,United Kingdom,"Reviewed: June 8, 2016",9.2,Amazing Hotel!,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights,3 Reviews,55.378051,-3.435973
2219,David,United States of America,"Reviewed: June 8, 2016",10.0,Stay and be pampered in luxury!,??Leisure trip??Group??Venetian Bella Suite with Two Queen Beds??Stayed 1 night,3 Reviews,37.09024,-95.712891
2220,Bridget,United States of America,"Reviewed: June 7, 2016",10.0,Fab Experience overall,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 5 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
2221,George,Portugal,"Reviewed: June 7, 2016",7.9,Its ok.,??Business trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 4 nights,134 Reviews,39.399871999999995,-8.224454
2222,Colette,United Kingdom,"Reviewed: June 7, 2016",9.6,Sumptuous luxury in perfect location,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 6 nights??Submitted from a mobile device,5 Reviews,55.378051,-3.435973
2223,Tina,United Kingdom,"Reviewed: June 7, 2016",9.6,Venetian,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 4 nights??Submitted from a mobile device,2 Reviews,55.378051,-3.435973
2224,Mark,United States of America,"Reviewed: June 6, 2016",9.2,Nice Facility and Great Location - At a Price!!!,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds??Stayed 3 nights,1 review,37.09024,-95.712891
2225,Piyathida,United States of America,"Reviewed: June 6, 2016",7.1,Beware of the check out bill.,??Leisure trip??Group??Venetian Luxury Suite with a King Bed??Stayed 2 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
2226,Alan,United Arab Emirates,"Reviewed: June 6, 2016",10.0,My recent stay at the venetian,??Leisure trip??Family with older children??Venetian Luxury Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,4 Reviews,23.424076,53.847818000000004
2227,Armin,Germany,"Reviewed: June 6, 2016",7.9,"The bed was very comfortable ,room size was good bathroom...",??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights,7 Reviews,51.165690999999995,10.451526
2228,Paul,United Kingdom,"Reviewed: June 5, 2016",9.6,Lovely place to stay and pretty central!,??Leisure trip??Group??Venetian Luxury Suite with a King Bed??Stayed 5 nights??Submitted from a mobile device,1 review,55.378051,-3.435973
2229,George,United Kingdom,"Reviewed: June 5, 2016",9.2,"Great hotel, lived up to expectations",??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,4 Reviews,55.378051,-3.435973
2230,Noe_miG,United States of America,"Reviewed: June 3, 2016",7.1,I,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,3 Reviews,37.09024,-95.712891
2231,Anonymous,United Kingdom,"Reviewed: June 3, 2016",10.0,Luxurious hotel,??Leisure trip??Family with older children??Venetian Luxury Suite with a King Bed??Stayed 2 nights??Submitted from a mobile device,3 Reviews,55.378051,-3.435973
2232,Ruxandra,Switzerland,"Reviewed: June 2, 2016",10.0,One of the best places to say in Vegas,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 2 nights,12 Reviews,46.818188,8.227511999999999
2233,nikhilpawa,India,"Reviewed: June 2, 2016",8.8,Nice hotel. Slightly let down by security staff.,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night,8 Reviews,20.593684,78.96288
2234,Aylee_Jay,United Kingdom,"Reviewed: May 31, 2016",9.2,good location and cool to have Venice just below you as well...,??Leisure trip??Travelers with friends??Venetian Bella Suite with Two Queen Beds??Stayed 2 nights??Submitted from a mobile device,12 Reviews,55.378051,-3.435973
2235,Patricia,United States of America,"Reviewed: May 31, 2016",10.0,"I was beautiful staff was very nice, fast efficient.",??Leisure trip??Family with young children??Venetian Luxury View Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,2 Reviews,37.09024,-95.712891
2236,Lauren,United Kingdom,"Reviewed: May 31, 2016",7.5,Did not expect to enjoy Vegas at all but after the initial culture shock we loved it :-),??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 2 nights,13 Reviews,55.378051,-3.435973
2237,Jonny Bee,Canada,"Reviewed: May 31, 2016",7.5,Labor Day Weekend Stay,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,16 Reviews,56.130366,-106.34677099999999
2238,Lisa Rice UK,United Kingdom,"Reviewed: May 30, 2016",10.0,Fantastic 2 weeks at the Venetian Resort,??Leisure trip??Group??Venetian Bella Suite with Two Queen Beds??Stayed 14 nights,2 Reviews,55.378051,-3.435973
2239,Juliane,Germany,"Reviewed: May 30, 2016",9.6,Awesome hotel in a very central location,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night,19 Reviews,51.165690999999995,10.451526
2240,Karen,United Kingdom,"Reviewed: May 30, 2016",4.6,Service Disappointing,??Leisure trip??Group??Venetian Bella View Suite with Two Queen Beds??Stayed 4 nights??Submitted from a mobile device,2 Reviews,55.378051,-3.435973
2241,Roslyn,United States of America,"Reviewed: May 30, 2016",9.6,"Bed comfort, bathroom.",??Leisure trip??Solo traveler??Smart Plan- Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,2 Reviews,37.09024,-95.712891
2242,Anonymous,Canada,"Reviewed: May 30, 2016",9.2,Great stay in the hotel.,??Leisure trip??Family with young children??Venetian Luxury Suite with a King Bed with 150 USD Resort Credit??Stayed 2 nights??Submitted from a mobile device,1 review,56.130366,-106.34677099999999
2243,Rachel,United Kingdom,"Reviewed: May 29, 2016",9.6,"Vegas elegance, delivers on its 5* rating.",??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights,23 Reviews,55.378051,-3.435973
2244,Jee,United States of America,"Reviewed: May 29, 2016",10.0,The bed was very comfy and warm.,??Leisure trip??Family with young children??Venetian Luxury Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,25 Reviews,37.09024,-95.712891
2245,Shashank,India,"Reviewed: May 29, 2016",7.5,Nice stay in Vegas,??Leisure trip??Family with young children??Venetian Bella Suite with Two Queen Beds??Stayed 2 nights,6 Reviews,20.593684,78.96288
2246,Boris,Israel,"Reviewed: May 28, 2016",7.5,"The room size , poll and pool staff ,hotel facilities ,...",??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 2 nights,8 Reviews,31.046051000000002,34.851612
2247,Abduljalil,Bahrain,"Reviewed: May 27, 2016",7.9,Luxury hotel but too busy and noisy for family stay.,??Leisure trip??Family with older children??Venetian Luxury Suite with a King Bed??Stayed 4 nights??Submitted from a mobile device,9 Reviews,25.930414000000003,50.637772
2248,Ellen,Japan,"Reviewed: May 26, 2016",9.6,A good luxury rooms to relax.,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds??Stayed 2 nights??Submitted from a mobile device,7 Reviews,36.204824,138.252924
2249,Kevin,United States of America,"Reviewed: May 25, 2016",5.0,one night stand,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed with 150 USD Resort Credit??Stayed 2 nights,10 Reviews,37.09024,-95.712891
2250,Pelin,Turkey,"Reviewed: May 24, 2016",10.0,Great value,??Leisure trip??Couple??Venetian Luxury View Suite with a King Bed??Stayed 2 nights??Submitted from a mobile device,3 Reviews,38.963745,35.243322
2251,Marcel,Switzerland,"Reviewed: May 24, 2016",10.0,Best Theme Place to stay at LV,??Leisure trip??Couple??Venetian Bella View Suite with Two Queen Beds??Stayed 4 nights??Submitted from a mobile device,32 Reviews,46.818188,8.227511999999999
2252,Enterprise,United Kingdom,"Reviewed: May 24, 2016",9.6,Excellent hotel - one of the 'grandest' on the strip. Watch out for hidden charges though,??Leisure trip??Group??2 rooms??Stayed 3 nights,1 review,55.378051,-3.435973
2253,William,New Zealand,"Reviewed: May 24, 2016",9.6,Fun & comfortable,??Leisure trip??Solo traveler??Venetian Luxury Suite with a King Bed??Stayed 2 nights??Submitted from a mobile device,4 Reviews,-40.900557,174.88597099999998
2254,Michelle,Australia,"Reviewed: May 24, 2016",5.8,Disappointing Venetian,??Leisure trip??Couple??Venetian Luxury View Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,5 Reviews,-25.274398,133.775136
2255,Bing,China,"Reviewed: May 23, 2016",10.0,Everything is good,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,18 Reviews,35.86166,104.195397
2256,Anonymous,Singapore,"Reviewed: May 23, 2016",9.6,Excellent room with lots of space.,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds??Stayed 2 nights,31 Reviews,1.352083,103.819836
2257,Nasser,Kuwait,"Reviewed: May 23, 2016",6.7, Becareful at check in,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 5 nights??Submitted from a mobile device,7 Reviews,29.311659999999996,47.481766
2258,Bonita,United States of America,"Reviewed: May 22, 2016",10.0,Fabulous 2 nights at the Venetian!!!!,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 2 nights,2 Reviews,37.09024,-95.712891
2259,Martin,United States of America,"Reviewed: May 22, 2016",7.9,We liked the room but the location of the room was terrible.,??Leisure trip??Couple??Venetian Bella Suite with Two Queen Beds??Stayed 1 night,1 review,37.09024,-95.712891
2260,Robert,United States of America,"Reviewed: May 22, 2016",9.2,Las Vegas trip May 2016,??Leisure trip??Group??Venetian Bella Suite with Two Queen Beds??Stayed 1 night??Submitted from a mobile device,1 review,37.09024,-95.712891
2261,Paul,United Kingdom,"Reviewed: May 22, 2016",10.0,Affordable luxury,??Leisure trip??Couple??Smart Plan- Venetian Luxury View Suite with a King Bed??Stayed 1 night,9 Reviews,55.378051,-3.435973
2262,M198,United Kingdom,"Reviewed: May 22, 2016",6.3,A bit disappointed,??Leisure trip??Group??Venetian Luxury Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,3 Reviews,55.378051,-3.435973
2263,Casey,United Kingdom,"Reviewed: May 22, 2016",8.8,"Room was great, in particular the bathroom was stunning",??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,5 Reviews,55.378051,-3.435973
2264,Kathryn,Australia,"Reviewed: May 22, 2016",9.2,"Everything, great hotel, great facilities.",??Leisure trip??Family with older children??Venetian Luxury Suite with a King Bed??Stayed 3 nights,4 Reviews,-25.274398,133.775136
